pstar_mc,pstar_vb,true_star
5.931691401019908e-221,0.0050136007281371565,false
1.2763626674570051e-92,0.005059540503685532,false
1.0,0.9949816990483128,true
2.6396789660507738e-21,0.005250869788726337,false
1.0,0.9949841110160834,true
0.5342553936272728,0.012139540798234202,false
0.9988016725368543,0.9949461684516516,true
0.2719768742103425,0.838001061092787,false
1.0,0.99499443994842,true
5.143985815793193e-23,0.0051150180241920995,false
2.830698055751983e-61,0.005004822695615236,false
0.00045681398445711905,0.008198567691379445,false
0.19712331202953795,0.11445386018470102,true
2.6502179997126572e-27,0.005096304402396746,false
3.1048925262877935e-15,0.005002065731334248,false
0.26371792866348664,0.454656775243982,true
0.2699202748586791,0.34716632912392453,true
9.288960600324814e-70,0.005029126003510388,false
1.7410738564585255e-149,0.005008696227416982,false
1.0,0.994999175666513,true
1.0,0.9949833716060298,true
0.4772339867523805,0.9355432148197992,true
0.13471001335187693,0.8615435659139357,false
0.0,0.005001012194539103,false
6.946760455479568e-24,0.0050217327915527505,false
1.0,0.994997894007156,true
1.0674501367587975e-16,0.005049788114556388,false
0.05628239058440721,0.1029205183025471,false
0.00044445977765596026,0.005123520345782633,false
6.542549215184728e-14,0.005044253988915973,false
1.0,0.9949872880537558,true
0.6615321454405622,0.9582265833300404,true
8.318514248028567e-195,0.0050008405396798055,false
1.7588383595038187e-6,0.005219573964775399,false
1.596452983349055e-130,0.005010749785879534,false
0.15499770722694917,0.0051753545528575706,false
0.0,0.005000319030259561,false
9.802204672058915e-21,0.005007223675267882,false
0.4976906060587858,0.9297369513506728,false
0.9961622982611599,0.9473166723151866,true
1.7290332703714039e-59,0.005013901774305962,false
0.0,0.005001320479619451,false
0.024892333124140867,0.36875367222595645,false
1.3067189617082364e-34,0.005013751355419214,false
0.9999999997488151,0.005148729080853955,true
0.4305649739524591,0.8135792777693998,false
7.202077165912327e-41,0.0050471294993733274,false
0.15933859702860464,0.6575294698992743,false
1.0,0.9949938699325176,true
3.364940666092161e-7,0.005237663881601644,false
1.3409473805403334e-181,0.005008484385298729,false
0.011550830886711258,0.009593709799128467,false
1.0,0.9949824854132074,true
0.2975912806887565,0.7067313046679616,false
3.692642918278933e-83,0.005012189683890297,false
1.1693395400865907e-76,0.005020636846374578,false
1.0,0.9949881526934726,true
1.0,0.9949947312614436,true
4.722090826177321e-9,0.005355184982915866,false
0.5627307372982306,0.8528567283223454,true
1.231208963385944e-10,0.0054220966304455425,false
0.0,0.005002004220867737,false
5.874438533260618e-93,0.005006009712020207,false
1.2285456391080596e-274,0.005021029971454907,false
1.0,0.994985446584672,true
0.0,0.005002211149449585,false
1.0,0.9949901370476244,true
5.1879158180357105e-18,0.00502386600172523,false
1.0,0.9949926606530544,true
8.330491235994441e-22,0.005016813558951226,false
4.407803070393203e-152,0.0050038572124655465,false
0.10118771934376128,0.5541354443937169,false
0.0,0.0050035484336461225,false
0.0,0.005000728193708688,false
0.0,0.0050095850180622735,false
1.5650048413739738e-9,0.0050677711650183145,false
5.451242012318831e-84,0.005007536555262478,false
0.8737741891677102,0.8764993970959823,true
0.8135392346336909,0.030463436197884188,true
1.0,0.9949637034947564,true
8.486241878504827e-59,0.005257002874779912,false
1.0590834586003594e-26,0.0050436302525478935,false
0.0,0.0050060115859682135,false
2.482994564584879e-160,0.005006100039289303,false
0.9999895860175688,0.9948986532321884,true
0.8676634944192516,0.9070469141056574,true
0.3029724891227627,0.8531932665793416,false
2.7764394251327213e-14,0.005158114598963601,false
0.0,0.005002382337377875,false
0.0,0.005010067053953084,false
0.9999993585371568,0.9949599403928272,true
2.0349382562293624e-21,0.005133750488782727,false
0.0,0.005001143956585547,false
0.2794358328633523,0.2846272596226886,false
2.8710398457374996e-5,0.00512258094600623,false
1.0,0.9949861503769676,true
0.08425113832878427,0.39614172888503535,false
0.0,0.00500043224289621,false
3.461889448904009e-83,0.005050124677006537,false
5.71008503728127e-95,0.005009911969265552,false
2.3570219221417607e-41,0.005069655044908553,false
2.1145699742155353e-248,0.0050053791405654715,false
1.91280238240965e-158,0.005002268907523135,false
6.904096845306604e-137,0.005023845310665205,false
1.7503580041098158e-82,0.005008437426135335,false
