name,error,posterior_std_err
log_flux_r_nmgy,-0.03826862794013053,0.050439296952159776
log_flux_r_nmgy,-0.37469909883143415,0.40538880436142055
log_flux_r_nmgy,-0.012173478214557054,0.01753185785311125
log_flux_r_nmgy,-0.22479776576435362,0.24938193308371104
log_flux_r_nmgy,-0.02054522352871402,0.021857632596669486
log_flux_r_nmgy,-1.0648916091614902,0.45187492316907973
log_flux_r_nmgy,-0.017682485050566576,0.04121343435274305
log_flux_r_nmgy,0.40771463901024496,0.18365141376899957
log_flux_r_nmgy,0.0014074983462362134,0.007278064800874271
log_flux_r_nmgy,-0.18231755756917112,0.1350049836772067
log_flux_r_nmgy,0.010289506773009993,0.1107811697244197
log_flux_r_nmgy,0.18853174514332383,0.4831045961507622
log_flux_r_nmgy,0.5945897827017979,0.3677340794855052
log_flux_r_nmgy,0.07251687628306192,0.15028371976196864
log_flux_r_nmgy,0.2753117568677472,0.1517062910728688
log_flux_r_nmgy,-0.011808551481441665,0.050308085622518955
log_flux_r_nmgy,-0.12570865927483638,0.15373163885058352
log_flux_r_nmgy,0.04529805042561752,0.06050050085109768
log_flux_r_nmgy,0.1061913502909051,0.12679270236400736
log_flux_r_nmgy,0.003406997417021884,0.009009478746927039
log_flux_r_nmgy,0.008941765666451218,0.007952622281133073
log_flux_r_nmgy,0.11705645855313684,0.3805565138043182
log_flux_r_nmgy,0.22125732044272084,0.33800259748416794
log_flux_r_nmgy,-0.003966135048386388,0.009893841795146652
log_flux_r_nmgy,0.37416263030372165,0.2362816775243495
log_flux_r_nmgy,0.004384482865640749,0.0030024842790912693
log_flux_r_nmgy,0.015855282785643077,0.15826003313974657
log_flux_r_nmgy,0.18295773756431855,0.130382597988266
log_flux_r_nmgy,-0.21328366486239864,0.12856995232869303
log_flux_r_nmgy,0.008232036311210278,0.11256995174346711
log_flux_r_nmgy,-0.012148296161214933,0.01655028200729995
log_flux_r_nmgy,-0.12182887079601215,0.14506513251486583
log_flux_r_nmgy,-0.07322087999961457,0.42904486830874444
log_flux_r_nmgy,0.01630018967848268,0.03085066497447706
log_flux_r_nmgy,0.1384947418171455,0.11665278526050286
log_flux_r_nmgy,-0.3279310995573496,0.2280593318109096
log_flux_r_nmgy,-0.0036543576490708496,0.036537515743214996
log_flux_r_nmgy,0.015110791478737173,0.02848309779705054
log_flux_r_nmgy,0.3347963459445473,0.19840088047663423
log_flux_r_nmgy,-0.019514362247235795,0.028841618433534447
log_flux_r_nmgy,0.14162139214736036,0.10815422046007006
log_flux_r_nmgy,-0.04039064470988141,0.04847820386057452
log_flux_r_nmgy,0.03381190365793679,0.2666103404625436
log_flux_r_nmgy,-0.09986677654119602,0.0758012452039627
log_flux_r_nmgy,-0.0034396343906957644,0.10622596749739696
log_flux_r_nmgy,0.17127924134013212,0.17534104547938292
log_flux_r_nmgy,-0.06918146866381092,0.09442338802032166
log_flux_r_nmgy,-0.3948987895814693,0.2167868640966211
log_flux_r_nmgy,0.005924636385131077,0.006354103451928093
log_flux_r_nmgy,-0.37981376941442613,0.1741789427517055
log_flux_r_nmgy,0.022196942194801172,0.06967896512745313
