ra,dec,is_star,gal_frac_dev,gal_axis_ratio,gal_radius_px,gal_angle_deg,flux_r_nmgy,log_flux_r,log_flux_r_stderr,color_ug,color_gr,color_ri,color_iz,color_ug_stderr,color_gr_stderr,color_ri_stderr,color_iz_stderr,objid
0.5358946082064884,0.6272927576014722,5.931691401019908e-221,0.14240259544966555,0.07520137435685036,1.4979532267721032,-14.423124574588599,7.309356977065343,1.9891553050588118,0.050439296952159776,-0.13586131760423692,1.1304237247893285,0.6060539656572543,-0.22269342623531685,0.153191599784269,0.09119830103681735,0.05254132462573484,0.152144436372675,samp_1
0.5443712031427067,0.5510066792444981,1.2763626674570051e-92,0.5769317763623816,0.7884281175709149,5.0722120818200525,42.786305423197724,0.6804654121483533,-0.384978285297195,0.40538880436142055,-3.849899726139743,0.6511134681163492,0.34162594213262437,0.8113979859860821,0.6333160467006824,0.6506943229946872,0.6470289476008273,0.8282264236630413,samp_2
0.45567798359161993,0.4424668909683248,1.0,NaN,NaN,NaN,NaN,8.809686130666421,2.175851812828367,0.01753185785311125,2.7849196008585992,1.1294690757469887,0.3713699063160587,0.26280687462627084,0.6104976491797769,0.04501107619413939,0.024454592242947642,0.03721184585594803,samp_3
0.4700247395062573,0.4733044779960157,2.6396789660507738e-21,0.07760747447047209,0.5813600222733801,6.764639485805093,80.8841100820813,3.2423622484283223,1.1763021531690416,0.24938193308371104,0.405633291850761,-0.06807604732559014,-0.07590141504111148,0.829937769653281,0.4285288904603849,0.21513016353891304,0.3364121378977023,0.5961437693572351,samp_4
0.49263112530247866,0.4525573703203298,1.0,NaN,NaN,NaN,NaN,5.8050251126109575,1.7587239411716702,0.021857632596669486,1.2057370655263175,2.03107397502916,1.565135736186596,1.0754257352099938,0.538464985138748,0.10944058045889311,0.02434212632139423,0.016654990940440945,samp_5
0.5241552837840209,0.563153066547334,0.5342553936272728,NaN,NaN,NaN,NaN,0.07481617936568843,-2.5927211157112144,0.45187492316907973,1.3596322682443454,1.3002209144812582,0.8096903482265159,0.5014793330335523,1.1776452157223258,0.5238745716638648,0.5389832757807741,0.5277470467057624,samp_6
0.5099657435149815,0.4461842529328293,0.9988016725368543,NaN,NaN,NaN,NaN,2.9960965924085485,1.0973103055920526,0.04121343435274305,1.3579587904717245,1.2645305974933005,0.2539531264272368,0.22177109618947743,0.6703181613017162,0.11248352826000746,0.061237583903298184,0.09675379070742736,samp_7
0.5581060908079849,0.5420061951380437,0.2719768742103425,0.5566309118172194,0.6613160903515689,0.6312989405703905,-49.854869477152654,0.9089924926068191,-0.09541844379715841,0.18365141376899957,1.0870763678692885,0.42048256306051146,0.8414557420391651,-0.13003069137521595,0.8268193705070311,0.23214778410800332,0.20362866581744216,0.41752728246665255,samp_8
0.45031087766443,0.45373770644672284,1.0,NaN,NaN,NaN,NaN,30.285438956872078,3.4106670345286987,0.007278064800874271,0.6655132967768647,0.31342705476582333,-0.22008839478633568,1.2766030739242962,0.02702884271662152,0.010291326681783317,0.013160282531058306,0.01563110068721847,samp_9
0.5942895471103932,0.5230531399280844,5.143985815793193e-23,0.8945859127034852,0.487543911207932,2.5773345355282804,-25.82649289801509,2.352677326869353,0.8555539676894748,0.1350049836772067,-2.004005002197563,0.8648845064113524,-0.049450013259274006,0.22632434839472493,0.18757762691097013,0.2104721783808808,0.20841103705546643,0.5101143793946203,samp_10
