ra,dec,is_star,flux_r_nmgy,color_ug,color_gr,color_ri,color_iz,gal_frac_dev,gal_axis_ratio,gal_radius_px,gal_angle_deg,log_flux_r
0.5359025981954498,0.6273012860811433,false,7.594497204487892,-0.17254053828334592,1.0982055780506808,0.6430747577290405,-0.3817247899730094,0.272905038729823,0.0962909898841772,1.8412507021486584,166.01709219736853,2.0274239329989423
0.5443444489601482,0.5509946421203608,false,0.989773463816324,-4.283706719447716,1.3718659875107853,0.4961608199102408,1.301010914550655,0.7206518067065131,0.6551167816675578,6.178698699377936,50.21102200902868,-0.010279186465760865
0.4556791481918413,0.4424659042930183,true,8.917586079188242,3.3127077052006504,1.2249239975969914,0.35817790433295293,0.2691545680740546,,,,,2.188025291042924
0.4699839867317873,0.4732910669173104,false,4.059662812000916,0.5973649841426969,-0.004978659207176217,0.2886152037795502,0.5987556777091629,0.3869866473515235,0.4639549875163964,10.297237131486744,87.55565266797312,1.4010999189333952
0.4926337525625394,0.45255690580262986,true,5.9255242534412185,0.7213496644230145,2.00172282713973,1.5328852285147925,1.0992038008170366,,,,,1.7792691647003842
0.5241730004841184,0.5631888455745682,false,0.2170061669871829,-1.0850585569953943,1.6456674188160512,0.8111153636704307,-0.0872553866929382,0.2093624757451258,0.503683658191679,7.222849643236233,97.8714373039628,-1.5278295065497243
0.5099597778129417,0.4461858208590196,true,3.0495461938350723,2.3303919134872837,1.1220730673237744,0.1464423644553704,0.12796620646717383,,,,,1.1149927906426191
0.5580821564098355,0.5419985129808391,false,0.6046333227395042,0.8450467244337434,0.09224810734270716,1.1666160542268402,-0.46884524518630166,0.7835162041498672,0.4981016358545846,0.7202826016468709,135.6561024133818,-0.5031330828074033
0.45031084155297424,0.45373715431074,true,30.24284223606448,0.6507000579346816,0.30757450766402916,-0.20858418056074035,1.2828619586398868,,,,,3.4092595361824625
0.5942983671555331,0.523041283666032,false,2.823201501603232,-2.067552251887963,0.9251613028117922,-0.06815636790969531,0.0045055754128333625,0.9959293789201796,0.6115822600342445,3.6346518093154914,161.21237160460691,1.037871525258646
0.4608378289496565,0.4815942714297357,false,2.1210923661748,-2.8331302412580026,2.553610884201595,1.652174680760401,-2.082093100303806,0.10203731417391264,0.6814954495091663,1.7460904694353032,4.1719846100308144,0.7519312230430161
0.4801884527263251,0.475883727146035,false,0.9592076759063238,-1.0246682716804711,2.057468469394282,1.1114190733864753,2.1055150006466885,0.5198932944630615,0.6670233943917019,7.917210004744851,1.2233873067141587,-0.04164767289642728
0.4448217318609872,0.4280737514022082,true,0.4183785790701585,1.374846264053566,1.370385711131166,-0.9433119426368396,0.982995173527018,,,,,-0.8713685647931031
0.5810841178575115,0.5753602249589365,false,2.8974782788241313,0.4926457124585867,-0.07902267224071124,0.8190963088871703,0.7919548480559142,0.8894542588081468,0.5257985764870433,3.549239259852851,78.58748408611093,1.0638407996805064
0.5094817495354726,0.5993009015015652,false,2.787523597619936,4.345543610665963,3.4262340201009023,-2.328714971865955,-2.2080971262436075,0.09654271068004196,0.5420266317963972,1.5896881601303552,46.139715314058414,1.0251536022642833
0.5177090294916632,0.5900039997220227,true,2.6420582744176353,0.3780690385458546,0.5825164167422131,1.2238849177488813,-0.05536761190375103,,,,,0.9715582627901287
0.4642989647379051,0.5256501204141314,true,0.9826576589467796,0.8502352947164152,0.17646001922436755,-0.016410435030623727,0.020360932865602727,,,,,-0.017494480990787955
0.5161603479322056,0.45116599103688826,false,5.667916826477582,1.0139763463769846,0.4034199541315501,0.32080189704919737,0.2762708244255336,0.879894657712463,0.3464019586026923,2.1205922540486015,117.19505038298836,1.7348216474930993
0.5639120403768747,0.5158944916744523,false,2.006876752389771,-0.9228310749344228,1.6971630580861907,2.2181150417395035,-0.8585775386982615,0.3903237779631003,0.5681575125990115,2.314755906584369,86.07314410204667,0.6965796590545437
0.5559049315963327,0.4245233266970322,true,22.05394807646271,0.9484748406365824,0.675679975612506,0.3824456489871534,0.25409936913744013,,,,,3.0934916369518666
